anio_lectivo,amie,nombre_institucion,provincia,cod_provincia,canton,cod_canton,nivel_educacion,sostenimiento,total_estudiantes
2023-2024 Inicio,09H01044,UNIDAD EDUCATIVA PARTICULAR LICEO DEL NORTE,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,30
2023-2024 Inicio,13H04834,UNIDAD EDUCATIVA PARTICULAR LICEO ECOLÓGICO VIDA,MANABI,13,EL CARMEN,1304,"Educación Inicial, Educación General Básica y Bachillerato",Particular,26
2023-2024 Inicio,17H04182,UNIDAD EDUCATIVA PARTICULAR LICEO ECUATORIANO,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Particular,8
2023-2024 Inicio,17H00380,UNIDAD EDUCATIVA PARTICULAR LICEO EMPRESARIAL,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,7
2023-2024 Inicio,01H02029,UNIDAD EDUCATIVA PARTICULAR LICEO FRANCES LOUIS GODIN,AZUAY,1,CUENCA,101,Educación General Básica y Bachillerato,Particular,7
2023-2024 Inicio,17H00565,UNIDAD EDUCATIVA PARTICULAR LICEO IBEROAMÉRICA,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,15
2023-2024 Inicio,17H01013,UNIDAD EDUCATIVA PARTICULAR LICEO INTERNACIONAL,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,46
2023-2024 Inicio,17H03004,UNIDAD EDUCATIVA PARTICULAR LICEO LATINOAMERICANO,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Particular,33
2023-2024 Inicio,09H00829,UNIDAD EDUCATIVA PARTICULAR LICEO LIBANÉS,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,49
2023-2024 Inicio,17H01861,UNIDAD EDUCATIVA PARTICULAR LICEO LOS ALAMOS,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,7
2023-2024 Inicio,09H06043,UNIDAD EDUCATIVA PARTICULAR LICEO LOS ANDES,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,55
2023-2024 Inicio,09H06704,UNIDAD EDUCATIVA PARTICULAR LICEO SAN FRANCISCO DE ASíS,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,30
2023-2024 Inicio,09H02560,UNIDAD EDUCATIVA PARTICULAR LOLA AROSEMENA DE CARBO,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,31
2023-2024 Inicio,10H00155,UNIDAD EDUCATIVA PARTICULAR LOS ÁLAMOS,IMBABURA,10,IBARRA,1001,Educación General Básica y Bachillerato,Particular,20
2023-2024 Inicio,17H01546,UNIDAD EDUCATIVA PARTICULAR LOS ALPES,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Particular,16
2023-2024 Inicio,09H01175,UNIDAD EDUCATIVA PARTICULAR LOS DELFINES,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,30
2023-2024 Inicio,17H01351,UNIDAD EDUCATIVA PARTICULAR LOS PINOS,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,41
2023-2024 Inicio,17H00088,UNIDAD EDUCATIVA PARTICULAR LOS SHYRIS,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Particular,11
2023-2024 Inicio,17H03183,UNIDAD EDUCATIVA PARTICULAR LUDOTECA PADRE VICTOR GRADOS,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,47
2023-2024 Inicio,17H00867,UNIDAD EDUCATIVA PARTICULAR LUIGI GALVANI,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Particular,13
2023-2024 Inicio,09H05504,UNIDAD EDUCATIVA PARTICULAR LUIS ALBERTO COSTALES,GUAYAS,9,GUAYAQUIL,901,Educación General Básica y Bachillerato,Particular,88
2023-2024 Inicio,09H02809,UNIDAD EDUCATIVA PARTICULAR LUIS CHIRIBOGA MANRIQUE,GUAYAS,9,GUAYAQUIL,901,Educación General Básica y Bachillerato,Particular,66
2023-2024 Inicio,09H00627,UNIDAD EDUCATIVA PARTICULAR LUIS VERNAZA,GUAYAS,9,GUAYAQUIL,901,Educación General Básica y Bachillerato,Particular,4
2023-2024 Inicio,08H00168,UNIDAD EDUCATIVA PARTICULAR LUZ  Y LIBERTAD,ESMERALDAS,8,ESMERALDAS,801,"Educación Inicial, Educación General Básica y Bachillerato",Particular,14
2023-2024 Inicio,08H01181,UNIDAD EDUCATIVA PARTICULAR LUZ Y LIBERTAD,SANTO DOMINGO DE LOS TSACHILAS,23,LA CONCORDIA,2302,"Educación Inicial, Educación General Básica y Bachillerato",Particular,40
2023-2024 Inicio,09H02272,UNIDAD EDUCATIVA PARTICULAR LUZ Y SABER,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,13
2023-2024 Inicio,23H00160,UNIDAD EDUCATIVA PARTICULAR MADRE LAURA,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,Educación General Básica y Bachillerato,Particular,88
2023-2024 Inicio,17H01052,UNIDAD EDUCATIVA PARTICULAR MADRE MARIA BERENICE,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,23
2023-2024 Inicio,01H00338,UNIDAD EDUCATIVA PARTICULAR MADRID,AZUAY,1,CUENCA,101,"Educación Inicial, Educación General Básica y Bachillerato",Particular,9
2023-2024 Inicio,13H02376,UNIDAD EDUCATIVA PARTICULAR MANABI,MANABI,13,MANTA,1308,"Educación Inicial, Educación General Básica y Bachillerato",Particular,25
2023-2024 Inicio,13H00136,UNIDAD EDUCATIVA PARTICULAR MANABI TECNOLOGICO,MANABI,13,PORTOVIEJO,1301,"Educación Inicial, Educación General Básica y Bachillerato",Particular,104
2023-2024 Inicio,13H01577,UNIDAD EDUCATIVA PARTICULAR MARANATHA,MANABI,13,EL CARMEN,1304,"Educación Inicial, Educación General Básica y Bachillerato",Particular,25
2023-2024 Inicio,17H00283,UNIDAD EDUCATIVA PARTICULAR MARCO SALAS YEPEZ,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,12
2023-2024 Inicio,09H06675,UNIDAD EDUCATIVA PARTICULAR MARGARITA AMESTOY DE SANCHEZ EXTENSION MUC,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,65
2023-2024 Inicio,13H02437,UNIDAD EDUCATIVA PARTICULAR MARIA AUXILIADORA,MANABI,13,MANTA,1308,"Educación Inicial, Educación General Básica y Bachillerato",Particular,69
2023-2024 Inicio,09H01296,UNIDAD EDUCATIVA PARTICULAR MARIA DE NAZARETH,GUAYAS,9,GUAYAQUIL,901,Educación General Básica y Bachillerato,Particular,40
2023-2024 Inicio,17H00351,UNIDAD EDUCATIVA PARTICULAR MARIA MAGDALENA,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,13
2023-2024 Inicio,09H01728,UNIDAD EDUCATIVA PARTICULAR MARIA MONTESSORI,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,16
2023-2024 Inicio,13H02532,UNIDAD EDUCATIVA PARTICULAR MARIA MONTESSORI,MANABI,13,MANTA,1308,"Educación Inicial, Educación General Básica y Bachillerato",Particular,22
2023-2024 Inicio,13H02203,UNIDAD EDUCATIVA PARTICULAR MARINO CONCHA RICHARDS,MANABI,13,MANTA,1308,"Educación Inicial, Educación General Básica y Bachillerato",Particular,5
2023-2024 Inicio,21H00087,UNIDAD EDUCATIVA PARTICULAR MARISCAL SUCRE,SUCUMBIOS,21,LAGO AGRIO,2101,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Particular,18
2023-2024 Inicio,17H01088,UNIDAD EDUCATIVA PARTICULAR MARISTA,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,146
2023-2024 Inicio,23H00688,UNIDAD EDUCATIVA PARTICULAR MARISTA PIO XII,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"Educación Inicial, Educación General Básica y Bachillerato",Particular,90
2023-2024 Inicio,17H01103,UNIDAD EDUCATIVA PARTICULAR MARTIM  CERERE,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,67
2023-2024 Inicio,09H01630,UNIDAD EDUCATIVA PARTICULAR MARTIN LUTHER KING,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,44
2023-2024 Inicio,17H02951,UNIDAD EDUCATIVA PARTICULAR MATILDE ALVAREZ,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,7
2023-2024 Inicio,09H01733,UNIDAD EDUCATIVA PARTICULAR MATILDE AMADOR SANTISTEVAN,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,98
2023-2024 Inicio,09H01655,UNIDAD EDUCATIVA PARTICULAR MAYOR HORACIO ZURITA BAYAS,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,40
2023-2024 Inicio,09H00040,UNIDAD EDUCATIVA PARTICULAR MERCANTIL,GUAYAS,9,GUAYAQUIL,901,Educación General Básica y Bachillerato,Particular,15
2023-2024 Inicio,13H00781,UNIDAD EDUCATIVA PARTICULAR MERCEDES,MANABI,13,BOLIVAR,1302,"Educación Inicial, Educación General Básica y Bachillerato",Particular,25
2023-2024 Inicio,09H04641,UNIDAD EDUCATIVA PARTICULAR MERCEDES DE JESUS MOLINA,GUAYAS,9,SAMBORONDON,916,"Educación Inicial, Educación General Básica y Bachillerato",Particular,29
2023-2024 Inicio,07H00149,UNIDAD EDUCATIVA PARTICULAR MI SENDERO,EL ORO,7,MACHALA,701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,7
2023-2024 Inicio,17H01607,UNIDAD EDUCATIVA PARTICULAR MIGUEL ÁNGEL ASTURIAS,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Particular,19
2023-2024 Inicio,09H02278,UNIDAD EDUCATIVA PARTICULAR MIGUEL FEBRES CORDERO,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,48
2023-2024 Inicio,09H01210,UNIDAD EDUCATIVA PARTICULAR MILENIUM,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,48
2023-2024 Inicio,17H04398,UNIDAD EDUCATIVA PARTICULAR MINE SCHOOL,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,9
2023-2024 Inicio,09H05951,UNIDAD EDUCATIVA PARTICULAR MIRAFLORES,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,34
2023-2024 Inicio,01H00120,UNIDAD EDUCATIVA PARTICULAR MISIONEROS OBLATOS,AZUAY,1,CUENCA,101,"Educación Inicial, Educación General Básica y Bachillerato",Particular,32
2023-2024 Inicio,09H05342,UNIDAD EDUCATIVA PARTICULAR MONSEÑOR EDMUNDO CARMODY,GUAYAS,9,DURAN,907,"Educación Inicial, Educación General Básica y Bachillerato",Particular,41
2023-2024 Inicio,09H03592,UNIDAD EDUCATIVA PARTICULAR MONSEÑOR ENRIQUE JULHES,GUAYAS,9,DURAN,907,"Educación Inicial, Educación General Básica y Bachillerato",Particular,35
2023-2024 Inicio,09H04663,UNIDAD EDUCATIVA PARTICULAR MONTE TABOR NAZARET,GUAYAS,9,SAMBORONDON,916,"Educación Inicial, Educación General Básica y Bachillerato",Particular,107
2023-2024 Inicio,09H01227,UNIDAD EDUCATIVA PARTICULAR MONTEPIEDRA,GUAYAS,9,GUAYAQUIL,901,Educación General Básica y Bachillerato,Particular,99
2023-2024 Inicio,09H01433,UNIDAD EDUCATIVA PARTICULAR MONTESSORI,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,45
2023-2024 Inicio,09H00129,UNIDAD EDUCATIVA PARTICULAR MSC ZOILA ROSA CABRERA MIRANDA DE PRIETO,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,15
2023-2024 Inicio,09H00948,UNIDAD EDUCATIVA PARTICULAR MUNDIAL,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,46
2023-2024 Inicio,09H01096,UNIDAD EDUCATIVA PARTICULAR MUNDO AMERICA,GUAYAS,9,GUAYAQUIL,901,Educación General Básica y Bachillerato,Particular,110
2023-2024 Inicio,17H03000,UNIDAD EDUCATIVA PARTICULAR NAVARRA,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,26
2023-2024 Inicio,13H05438,UNIDAD EDUCATIVA PARTICULAR NAZARET,MANABI,13,MANTA,1308,Educación General Básica y Bachillerato,Particular,15
2023-2024 Inicio,23H00413,UNIDAD EDUCATIVA PARTICULAR NAZARET,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"Educación Inicial, Educación General Básica y Bachillerato",Particular,21
2023-2024 Inicio,17H00213,UNIDAD EDUCATIVA PARTICULAR NEW VISION SCHOOL,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,11
2023-2024 Inicio,09H00903,UNIDAD EDUCATIVA PARTICULAR NOBEL,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,40
2023-2024 Inicio,01H00374,UNIDAD EDUCATIVA PARTICULAR NUESTRA FAMILIA,AZUAY,1,CUENCA,101,"Educación Inicial, Educación General Básica y Bachillerato",Particular,36
2023-2024 Inicio,09H01760,UNIDAD EDUCATIVA PARTICULAR NUESTRA MADRE DE LA ALBORADA,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,23
2023-2024 Inicio,09H01441,UNIDAD EDUCATIVA PARTICULAR NUESTRA MADRE DE LA MERCED,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,35
2023-2024 Inicio,09H02320,UNIDAD EDUCATIVA PARTICULAR NUESTRA SEÑORA  DEL QUINCHE,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,59
2023-2024 Inicio,08H02404,UNIDAD EDUCATIVA PARTICULAR NUESTRA SEÑORA DEL CISNE,ESMERALDAS,8,QUININDE,804,"Educación Inicial, Educación General Básica y Bachillerato",Particular,15
2023-2024 Inicio,17H01014,UNIDAD EDUCATIVA PARTICULAR NUESTRA SEÑORA DEL ROSARIO,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,52
2023-2024 Inicio,09H01889,UNIDAD EDUCATIVA PARTICULAR NUEVA CALIFORNIA,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,25
2023-2024 Inicio,17H01286,UNIDAD EDUCATIVA PARTICULAR NUEVA PRIMAVERA,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,20
2023-2024 Inicio,17H03062,UNIDAD EDUCATIVA PARTICULAR NUEVO AMANECER,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,17
2023-2024 Inicio,09H01887,UNIDAD EDUCATIVA PARTICULAR NUEVO CONTINENTE,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,22
2023-2024 Inicio,17H01602,UNIDAD EDUCATIVA PARTICULAR NUEVO ECUADOR,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,31
2023-2024 Inicio,09H01844,UNIDAD EDUCATIVA PARTICULAR NUEVO PACTO,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,57
2023-2024 Inicio,17H01420,UNIDAD EDUCATIVA PARTICULAR NUEVOS HORIZONTES DEL SUR  NO 1,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,2
2023-2024 Inicio,13H02284,UNIDAD EDUCATIVA PARTICULAR OLGA MEZA SANTANA,MANABI,13,MANTA,1308,Educación General Básica y Bachillerato,Particular,55
2023-2024 Inicio,09H04638,UNIDAD EDUCATIVA PARTICULAR OLIDA DUEÑAS MOREIRA,GUAYAS,9,SAMBORONDON,916,Educación General Básica y Bachillerato,Particular,45
2023-2024 Inicio,09H01418,UNIDAD EDUCATIVA PARTICULAR OLIMPIA,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,36
2023-2024 Inicio,09H05813,UNIDAD EDUCATIVA PARTICULAR OLYMPUS,GUAYAS,9,GUAYAQUIL,901,Educación General Básica y Bachillerato,Particular,7
2023-2024 Inicio,09H02101,UNIDAD EDUCATIVA PARTICULAR ORGANIZACION DE LOS ESTADOS AMERICANOS,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,7
2023-2024 Inicio,10H00072,UNIDAD EDUCATIVA PARTICULAR OVIEDO,IMBABURA,10,IBARRA,1001,"Educación Inicial, Educación General Básica y Bachillerato",Particular,34
2023-2024 Inicio,09H03500,UNIDAD EDUCATIVA PARTICULAR PABLO PICASSO,GUAYAS,9,DURAN,907,"Educación Inicial, Educación General Básica y Bachillerato",Particular,33
2023-2024 Inicio,09H02746,UNIDAD EDUCATIVA PARTICULAR PADRES SOMASCOS ELCENÁCULO,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,159
2023-2024 Inicio,17H01599,UNIDAD EDUCATIVA PARTICULAR PAÚL DIRAC,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,75
2023-2024 Inicio,09H01608,UNIDAD EDUCATIVA PARTICULAR PAUL RIVET,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,34
2023-2024 Inicio,09H01526,UNIDAD EDUCATIVA PARTICULAR PAULO FREIRE,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,19
2023-2024 Inicio,17H00538,UNIDAD EDUCATIVA PARTICULAR PAULO FREIRE,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Particular,25
2023-2024 Inicio,17H00584,UNIDAD EDUCATIVA PARTICULAR PAULO VI,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Particular,145
2023-2024 Inicio,17H01277,UNIDAD EDUCATIVA PARTICULAR PCEI CENEPA,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Particular,2
2023-2024 Inicio,17H03647,UNIDAD EDUCATIVA PARTICULAR PCEI EDUCACIÓN SIGLO XXI,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Particular,9
2023-2024 Inicio,23H00843,UNIDAD EDUCATIVA PARTICULAR PCEI NIKOLA TESLA,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,Bachillerato,Particular,11
2023-2024 Inicio,09H02493,UNIDAD EDUCATIVA PARTICULAR PDTE CARLOS JULIO AROSEMENA TOLA,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,177
2023-2024 Inicio,17H00830,UNIDAD EDUCATIVA PARTICULAR PEDRO PABLO BORJA NO 1,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,15
2023-2024 Inicio,17H01914,UNIDAD EDUCATIVA PARTICULAR PENIEL CHRISTIAN SCHOOL,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,29
2023-2024 Inicio,17H01201,UNIDAD EDUCATIVA PARTICULAR PEREZ PALLARES,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Particular,104
2023-2024 Inicio,17H03275,UNIDAD EDUCATIVA PARTICULAR PICHINCHA DE CONOCOTO,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Particular,43
2023-2024 Inicio,23H00379,UNIDAD EDUCATIVA PARTICULAR PIERA GRAZIA BRUCCOLERI,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,Educación General Básica y Bachillerato,Particular,25
2023-2024 Inicio,17H00590,UNIDAD EDUCATIVA PARTICULAR PIO JARAMILLO ALVARADO,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Particular,15
2023-2024 Inicio,01H00489,UNIDAD EDUCATIVA PARTICULAR PIO XII,AZUAY,1,CUENCA,101,"Educación Inicial, Educación General Básica y Bachillerato",Particular,48
2023-2024 Inicio,09H01359,UNIDAD EDUCATIVA PARTICULAR POLITECNICO,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,68
2023-2024 Inicio,09H01239,UNIDAD EDUCATIVA PARTICULAR PORTLAND SCHOOL,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,16
2023-2024 Inicio,01H00456,UNIDAD EDUCATIVA PARTICULAR PORVENIR,AZUAY,1,CUENCA,101,"Educación Inicial, Educación General Básica y Bachillerato",Particular,29
2023-2024 Inicio,09H01177,UNIDAD EDUCATIVA PARTICULAR PRAGA,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,18
2023-2024 Inicio,14H00282,UNIDAD EDUCATIVA PARTICULAR PRESIDENTE CORDERO,MORONA SANTIAGO,14,SANTIAGO,1405,Educación General Básica y Bachillerato,Fiscal,23
2023-2024 Inicio,01H00446,UNIDAD EDUCATIVA PARTICULAR PRINCIPE DE PAZ,AZUAY,1,CUENCA,101,Educación General Básica y Bachillerato,Particular,11
2023-2024 Inicio,09H01198,UNIDAD EDUCATIVA PARTICULAR PROVINCIAS UNIDAS DEL ECUADOR,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,27
2023-2024 Inicio,17H03156,UNIDAD EDUCATIVA PARTICULAR RAFAEL BUCHELI,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,35
2023-2024 Inicio,23H00007,UNIDAD EDUCATIVA PARTICULAR RAUL GONZALEZ ASTUDILLO,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"Educación Inicial, Educación General Básica y Bachillerato",Particular,51
2023-2024 Inicio,13H01937,UNIDAD EDUCATIVA PARTICULAR REDEMPTIO,MANABI,13,JIPIJAPA,1306,"Educación Inicial, Educación General Básica y Bachillerato",Particular,37
2023-2024 Inicio,09H06070,UNIDAD EDUCATIVA PARTICULAR REINO UNIDO,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,6
2023-2024 Inicio,17H04488,UNIDAD EDUCATIVA PARTICULAR REINVENTED IDV,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Particular,18
2023-2024 Inicio,09H01669,UNIDAD EDUCATIVA PARTICULAR REPÚBLICA DE FRANCIA,GUAYAS,9,GUAYAQUIL,901,Educación General Básica y Bachillerato,Particular,39
2023-2024 Inicio,09H00893,UNIDAD EDUCATIVA PARTICULAR REPUBLICA DE IBERIA,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,11
2023-2024 Inicio,09H00995,UNIDAD EDUCATIVA PARTICULAR REY JESUS,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,30
2023-2024 Inicio,17H03289,UNIDAD EDUCATIVA PARTICULAR REY SABIO SALOMON,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Particular,8
2023-2024 Inicio,13H05464,UNIDAD EDUCATIVA PARTICULAR RICHARD FEYNMAN,MANABI,13,MANTA,1308,Educación General Básica y Bachillerato,Particular,7
2023-2024 Inicio,17H00401,UNIDAD EDUCATIVA PARTICULAR RINCON DEL SABER,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,69
2023-2024 Inicio,17H01082,UNIDAD EDUCATIVA PARTICULAR ROCKEFELLER,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,13
2023-2024 Inicio,09H06678,UNIDAD EDUCATIVA PARTICULAR RONALD REAGAN,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,38
2023-2024 Inicio,13H00425,UNIDAD EDUCATIVA PARTICULAR ROSA CEDEÑO DE GRANIZO,MANABI,13,PORTOVIEJO,1301,"Educación Inicial, Educación General Básica y Bachillerato",Particular,31
