anio_lectivo,amie,nombre_institucion,provincia,cod_provincia,canton,cod_canton,nivel_educacion,sostenimiento,total_estudiantes
2023-2024 Inicio,16B00242,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE NOGUI TOGORO,PASTAZA,16,ARAJUNO,1604,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,3
2023-2024 Inicio,16B00261,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE NOSHKYA MOAKA,PASTAZA,16,PASTAZA,1601,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,7
2023-2024 Inicio,16B00197,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE NUEVO SAN JOSÉ,PASTAZA,16,ARAJUNO,1604,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,2
2023-2024 Inicio,08B00004,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE ORIENTE ECUATORIANO,ESMERALDAS,8,ELOY ALFARO,802,Educación General Básica y Bachillerato,Fiscal,41
2023-2024 Inicio,06B00046,UNIDAD EDUCATIVA INTERCULTURAL BILINGÜE OSCAR EFREN REYES,CHIMBORAZO,6,RIOBAMBA,601,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,8
2023-2024 Inicio,16H00193,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE PITACOCHA,PASTAZA,16,ARAJUNO,1604,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,5
2023-2024 Inicio,18B00001,UNIDAD EDUCATIVA INTERCULTURAL BILINGÜE PROVINCIA DE CHIMBORAZO,TUNGURAHUA,18,AMBATO,1801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,11
2023-2024 Inicio,06B00079,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE RIO GUAMBOYA,CHIMBORAZO,6,RIOBAMBA,601,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,6
2023-2024 Inicio,10B00164,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE SAMINAY EL LEGADO,IMBABURA,10,OTAVALO,1004,Educación General Básica y Bachillerato,Particular,14
2023-2024 Inicio,16B00187,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE SAN JOSÉ,PASTAZA,16,ARAJUNO,1604,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,14
2023-2024 Inicio,18B00024,UNIDAD EDUCATIVA INTERCULTURAL BILINGÜE TAMBOLOMA,TUNGURAHUA,18,AMBATO,1801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,17
2023-2024 Inicio,06B00137,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE TOTORAS,CHIMBORAZO,6,ALAUSI,602,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,19
2023-2024 Inicio,09B00020,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE TRANSITO AMAGUAÑA,GUAYAS,9,DURAN,907,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,28
2023-2024 Inicio,18B00019,UNIDAD EDUCATIVA INTERCULTURAL BILINGÜE VICTOR MANUEL GARCES,TUNGURAHUA,18,AMBATO,1801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,20
2023-2024 Inicio,16H00144,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE YACHANA WASI,PASTAZA,16,ARAJUNO,1604,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,3
2023-2024 Inicio,16H00229,UNIDAD EDUCATIVA INTERCULTURAL JUAN JOSE FLORES,PASTAZA,16,PASTAZA,1601,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,5
2023-2024 Inicio,16H00190,UNIDAD EDUCATIVA INTERCULTURAL ROGERS MC CULLY,PASTAZA,16,ARAJUNO,1604,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,29
2023-2024 Inicio,21B00073,UNIDAD EDUCATIVA INTERCULTURAL Y BILINGUE ORIENTE ECUATORIANO,SUCUMBIOS,21,PUTUMAYO,2103,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,5
2023-2024 Inicio,06H00239,UNIDAD EDUCATIVA INTERNACIONAL LICEO IBEROAMERICANO,CHIMBORAZO,6,RIOBAMBA,601,"Educación Inicial, Educación General Básica y Bachillerato",Particular,37
2023-2024 Inicio,10H00101,UNIDAD EDUCATIVA INTERNACIONAL PENSIONADO ATAHUALPA,IMBABURA,10,IBARRA,1001,"Educación Inicial, Educación General Básica y Bachillerato",Particular,75
2023-2024 Inicio,06H00163,UNIDAD EDUCATIVA INTERNACIONAL SAN IGNACIO DE LOYOLA,CHIMBORAZO,6,RIOBAMBA,601,"Educación Inicial, Educación General Básica y Bachillerato",Particular,10
2023-2024 Inicio,17H00312,UNIDAD EDUCATIVA INTERNACIONAL SEK ECUADOR,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,26
2023-2024 Inicio,09H05065,UNIDAD EDUCATIVA INTI RAIMI,GUAYAS,9,PLAYAS,921,Educación General Básica y Bachillerato,Particular,14
2023-2024 Inicio,10H00443,UNIDAD EDUCATIVA ISAAC JESUS BARRERA,IMBABURA,10,OTAVALO,1004,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,208
2023-2024 Inicio,01H00491,UNIDAD EDUCATIVA ISABEL MOSCOSO DÁVILA,AZUAY,1,CUENCA,101,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,46
2023-2024 Inicio,06H00542,UNIDAD EDUCATIVA ISAIAS GARZÓN LOYOLA,CHIMBORAZO,6,ALAUSI,602,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,12
2023-2024 Inicio,13H04142,UNIDAD EDUCATIVA ISIDORO BARRIGA,MANABI,13,PUERTO LOPEZ,1319,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,94
2023-2024 Inicio,12H00474,UNIDAD EDUCATIVA ISLA DE BEJUCAL,LOS RIOS,12,BABA,1202,Educación General Básica y Bachillerato,Fiscal,122
2023-2024 Inicio,09H04395,UNIDAD EDUCATIVA ISMAEL PEREZ PAZMIÑO,GUAYAS,9,NARANJITO,912,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,107
2023-2024 Inicio,09H03196,UNIDAD EDUCATIVA JACARANDA,GUAYAS,9,DAULE,906,"Educación Inicial, Educación General Básica y Bachillerato",Particular,50
2023-2024 Inicio,20H00012,UNIDAD EDUCATIVA JACINTO GORDILLO,GALAPAGOS,20,ISABELA,2002,"Educación Inicial, Educación General Básica y Bachillerato",Municipal,8
2023-2024 Inicio,17H02390,UNIDAD EDUCATIVA JACINTO JIJON Y CAAMAÑO ,PICHINCHA,17,RUMIÑAHUI,1705,Educación General Básica y Bachillerato,Fiscal,230
2023-2024 Inicio,01H01042,UNIDAD EDUCATIVA JADAN,AZUAY,1,GUALACEO,103,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,53
2023-2024 Inicio,03H00452,UNIDAD EDUCATIVA JAIME CHAVEZ RAMIREZ,CAÑAR,3,CAÑAR,303,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,9
2023-2024 Inicio,23H00659,UNIDAD EDUCATIVA JAIME DEL HIERRO,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,59
2023-2024 Inicio,23H00820,UNIDAD EDUCATIVA JAIME MOLA,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,20
2023-2024 Inicio,12H00547,UNIDAD EDUCATIVA JAIME ROLDOS AGUILERA,LOS RIOS,12,MONTALVO,1203,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,98
2023-2024 Inicio,13H04171,UNIDAD EDUCATIVA JAIME ROLDOS AGUILERA,MANABI,13,PUERTO LOPEZ,1319,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,17
2023-2024 Inicio,14B00398,UNIDAD EDUCATIVA JAIME ROLDOS AGUILERA,MORONA SANTIAGO,14,TIWINTZA,1412,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,39
2023-2024 Inicio,19H00369,UNIDAD EDUCATIVA JAIME ROLDOS AGUILERA,ZAMORA CHINCHIPE,19,EL PANGUI,1906,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,10
2023-2024 Inicio,22H00461,UNIDAD EDUCATIVA JAIME ROLDOS AGUILERA,ORELLANA,22,ORELLANA,2201,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,44
2023-2024 Inicio,23H00825,UNIDAD EDUCATIVA JAIME ROLDOS AGUILERA,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,205
2023-2024 Inicio,01H01312,UNIDAD EDUCATIVA JAIME ROLDÓS AGUILERA,AZUAY,1,SANTA ISABEL,108,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,67
2023-2024 Inicio,23H00013,UNIDAD EDUCATIVA JAIME RUPERTO YEROVI NAJERA,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,42
2023-2024 Inicio,13H02442,UNIDAD EDUCATIVA JAMBELI,MANABI,13,MANTA,1308,"Educación Inicial, Educación General Básica y Bachillerato",Particular,27
2023-2024 Inicio,21H00332,UNIDAD EDUCATIVA JAMBELI,SUCUMBIOS,21,LAGO AGRIO,2101,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,47
2023-2024 Inicio,05H00088,UNIDAD EDUCATIVA JAN AMOS COMENIUS,COTOPAXI,5,LATACUNGA,501,Educación General Básica y Bachillerato,Particular,6
2023-2024 Inicio,17H00063,UNIDAD EDUCATIVA JAN KOMENSKY,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,29
2023-2024 Inicio,09H01375,UNIDAD EDUCATIVA JAVIER,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,101
2023-2024 Inicio,05H00053,UNIDAD EDUCATIVA JEAN PIAGET,COTOPAXI,5,LATACUNGA,501,"Educación Inicial, Educación General Básica y Bachillerato",Particular,24
2023-2024 Inicio,06H00002,UNIDAD EDUCATIVA JEFFERSON,CHIMBORAZO,6,RIOBAMBA,601,"Educación Inicial, Educación General Básica y Bachillerato",Particular,52
2023-2024 Inicio,24H00304,UNIDAD EDUCATIVA JEFFERSON DE SALINAS,SANTA ELENA,24,SALINAS,2403,"Educación Inicial, Educación General Básica y Bachillerato",Particular,43
2023-2024 Inicio,13H05413,UNIDAD EDUCATIVA JEREMIAS VELASQUEZ,MANABI,13,CHONE,1303,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,20
2023-2024 Inicio,09H04197,UNIDAD EDUCATIVA JERUSALEN,GUAYAS,9,MILAGRO,910,"Educación Inicial, Educación General Básica y Bachillerato",Particular,61
2023-2024 Inicio,01H00656,UNIDAD EDUCATIVA JESUS DEL GRAN PODER,AZUAY,1,CUENCA,101,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,11
2023-2024 Inicio,12H00117,UNIDAD EDUCATIVA JESUS MARTINEZ DE EZQUERECOCHA,LOS RIOS,12,BABAHOYO,1201,"Educación Inicial, Educación General Básica y Bachillerato",Particular,94
2023-2024 Inicio,01H01378,UNIDAD EDUCATIVA JIMA,AZUAY,1,SIGSIG,109,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,31
2023-2024 Inicio,01H00850,UNIDAD EDUCATIVA JOAQUIN FERNANDEZ DE CORDOVA,AZUAY,1,CUENCA,101,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,27
2023-2024 Inicio,09H00214,UNIDAD EDUCATIVA JOAQUIN GALLEGOS LARA,GUAYAS,9,GUAYAQUIL,901,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,216
2023-2024 Inicio,09H03764,UNIDAD EDUCATIVA JOAQUIN GALLEGOS LARA,GUAYAS,9,BALZAR,904,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,30
2023-2024 Inicio,23H00834,UNIDAD EDUCATIVA JOAQUIN GALLEGOS LARA,SANTO DOMINGO DE LOS TSACHILAS,23,LA CONCORDIA,2302,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,159
2023-2024 Inicio,18H00090,UNIDAD EDUCATIVA JOAQUIN LALAMA,TUNGURAHUA,18,AMBATO,1801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,39
2023-2024 Inicio,01H00821,UNIDAD EDUCATIVA JOAQUIN MALO TAMARIZ,AZUAY,1,CUENCA,101,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,4
2023-2024 Inicio,09H02968,UNIDAD EDUCATIVA JOEL GUALBERTO CEDEÑO PALMA,GUAYAS,9,BALZAR,904,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,20
2023-2024 Inicio,17H03047,UNIDAD EDUCATIVA JOHANN AMOS COMENIOS,PICHINCHA,17,QUITO,1701,"Educación Inicial, Educación General Básica y Bachillerato",Particular,18
2023-2024 Inicio,24H00341,UNIDAD EDUCATIVA JOHN F KENNEDY,SANTA ELENA,24,SALINAS,2403,Educación General Básica y Bachillerato,Particular,45
2023-2024 Inicio,15H00193,UNIDAD EDUCATIVA JONDACHI,NAPO,15,ARCHIDONA,1503,Educación General Básica y Bachillerato,Fiscal,18
2023-2024 Inicio,12H02241,UNIDAD EDUCATIVA JORGE ARSENIO MOGROVEJO VELASCO,LOS RIOS,12,QUINSALOMA,1213,Educación General Básica y Bachillerato,Fiscal,28
2023-2024 Inicio,24H00372,UNIDAD EDUCATIVA JORGE BAREK,SANTA ELENA,24,LA LIBERTAD,2402,Educación General Básica y Bachillerato,Particular,11
2023-2024 Inicio,08H02255,UNIDAD EDUCATIVA JORGE CHIRIBOGA GUERRERO,SANTO DOMINGO DE LOS TSACHILAS,23,LA CONCORDIA,2302,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,57
2023-2024 Inicio,05H00020,UNIDAD EDUCATIVA JORGE ICAZA,COTOPAXI,5,LATACUNGA,501,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,33
2023-2024 Inicio,13H05368,UNIDAD EDUCATIVA JORGE JEREMY CANTOS CEDEÑO,MANABI,13,MONTECRISTI,1309,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,44
2023-2024 Inicio,04H00332,UNIDAD EDUCATIVA JORGE MARTINEZ ACOSTA,CARCHI,4,MONTUFAR,405,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,50
2023-2024 Inicio,10H00490,UNIDAD EDUCATIVA JORGE PEÑAHERRERA,IMBABURA,10,PIMAMPIRO,1005,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,7
2023-2024 Inicio,22H00060,UNIDAD EDUCATIVA JORGE RODRIGUEZ ROMAN,ORELLANA,22,ORELLANA,2201,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,113
2023-2024 Inicio,05H00838,UNIDAD EDUCATIVA JORGE WASHINGTON,COTOPAXI,5,SIGCHOS,507,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,17
2023-2024 Inicio,09H04774,UNIDAD EDUCATIVA JOSE ABEL CASTILLO,GUAYAS,9,SANTA LUCIA,918,Educación General Básica y Bachillerato,Fiscal,105
2023-2024 Inicio,11H00057,UNIDAD EDUCATIVA JOSE ANGEL PALACIO,LOJA,11,LOJA,1101,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,25
2023-2024 Inicio,07H00687,UNIDAD EDUCATIVA JOSE ANSELMO GARCIA CAJAMARCA,EL ORO,7,HUAQUILLAS,707,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,67
2023-2024 Inicio,24H00219,UNIDAD EDUCATIVA JOSE ANTONIO GARCIA CANDO,SANTA ELENA,24,LA LIBERTAD,2402,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,133
2023-2024 Inicio,05H00625,UNIDAD EDUCATIVA JOSÉ EMILIO ÁLVAREZ,COTOPAXI,5,SALCEDO,505,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,24
2023-2024 Inicio,06H01196,UNIDAD EDUCATIVA JOSÉ ENRIQUE RODÓ,CHIMBORAZO,6,GUANO,607,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,7
2023-2024 Inicio,11H01041,UNIDAD EDUCATIVA JOSE FELIX DE VALDIVIESO,LOJA,11,GONZANAMA,1107,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,12
2023-2024 Inicio,01H01390,UNIDAD EDUCATIVA JOSE FELIX GONZALEZ,AZUAY,1,SIGSIG,109,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,15
2023-2024 Inicio,08H01246,UNIDAD EDUCATIVA JOSE GABRIEL BATALLAS,ESMERALDAS,8,SAN LORENZO,805,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,28
2023-2024 Inicio,17H02628,UNIDAD EDUCATIVA JOSE GABRIEL PINO Y ROCA,PICHINCHA,17,PUERTO QUITO,1709,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,21
2023-2024 Inicio,18H00480,UNIDAD EDUCATIVA JOSE IGNACIO ORDOÑEZ,TUNGURAHUA,18,SAN PEDRO DE PELILEO,1807,"Educación Inicial, Educación General Básica y Bachillerato",Particular,39
2023-2024 Inicio,13H01767,UNIDAD EDUCATIVA JOSE JEREMIAS VERA LOOR,MANABI,13,FLAVIO ALFARO,1305,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,22
2023-2024 Inicio,18H00162,UNIDAD EDUCATIVA JOSE JOAQUIN OLMEDO,TUNGURAHUA,18,AMBATO,1801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,28
2023-2024 Inicio,04H00335,UNIDAD EDUCATIVA JOSE JULIAN ANDRADE,CARCHI,4,MONTUFAR,405,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,203
2023-2024 Inicio,12H01177,UNIDAD EDUCATIVA JOSE MARIA ASPIAZU Y AVILES,LOS RIOS,12,QUINSALOMA,1213,Educación General Básica y Bachillerato,Fiscal,43
2023-2024 Inicio,12H00022,UNIDAD EDUCATIVA JOSE MARIA ESTRADA COELLO,LOS RIOS,12,BABAHOYO,1201,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,35
2023-2024 Inicio,11H00875,UNIDAD EDUCATIVA JOSÉ MARÍA RIOFRÍO,LOJA,11,ESPINDOLA,1106,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,15
2023-2024 Inicio,06H00142,UNIDAD EDUCATIVA JOSE MARIA ROMAN,CHIMBORAZO,6,RIOBAMBA,601,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,38
2023-2024 Inicio,13H02698,UNIDAD EDUCATIVA JOSÉ MARÍA URBINA,MANABI,13,MONTECRISTI,1309,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,19
2023-2024 Inicio,09H05375,UNIDAD EDUCATIVA JOSE MARIA VELASCO IBARRA,GUAYAS,9,EL EMPALME,908,Educación General Básica y Bachillerato,Fiscal,128
2023-2024 Inicio,09H04140,UNIDAD EDUCATIVA JOSE MARIA VELASCO IBARRA,GUAYAS,9,MILAGRO,910,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,685
2023-2024 Inicio,12H01655,UNIDAD EDUCATIVA JOSE MARIA VELASCO IBARRA,LOS RIOS,12,BUENA FE,1210,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,590
2023-2024 Inicio,14H00160,UNIDAD EDUCATIVA JOSE MARIA VELASCO IBARRA,MORONA SANTIAGO,14,GUALAQUIZA,1402,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,11
2023-2024 Inicio,19H00442,UNIDAD EDUCATIVA JOSÉ MEJÍA LEQUERICA,ZAMORA CHINCHIPE,19,PALANDA,1908,Educación General Básica y Bachillerato,Fiscal,7
2023-2024 Inicio,10H00225,UNIDAD EDUCATIVA JOSE MIGUEL LEORO VASQUEZ,IMBABURA,10,IBARRA,1001,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,36
2023-2024 Inicio,14H00091,UNIDAD EDUCATIVA JOSE ORDOÑEZ,MORONA SANTIAGO,14,MORONA,1401,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,28
2023-2024 Inicio,08H01189,UNIDAD EDUCATIVA JOSE OTILIO RAMIREZ REINA,ESMERALDAS,8,SAN LORENZO,805,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,109
2023-2024 Inicio,24H00257,UNIDAD EDUCATIVA JOSE PEDRO VARELA,SANTA ELENA,24,LA LIBERTAD,2402,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,223
2023-2024 Inicio,15H00047,UNIDAD EDUCATIVA JOSE PELAEZ,NAPO,15,TENA,1501,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,51
2023-2024 Inicio,10H00362,UNIDAD EDUCATIVA JOSE PERALTA,IMBABURA,10,COTACACHI,1003,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,9
2023-2024 Inicio,03H00283,UNIDAD EDUCATIVA JOSÉ PERALTA,CAÑAR,3,CAÑAR,303,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,165
2023-2024 Inicio,13H05400,UNIDAD EDUCATIVA JOSÉ RAMÓN ZAMBRANO,MANABI,13,EL CARMEN,1304,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,135
2023-2024 Inicio,12H00780,UNIDAD EDUCATIVA JOSE RODRIGUEZ LABANDERA,LOS RIOS,12,QUEVEDO,1205,Educación General Básica y Bachillerato,Fiscal,181
2023-2024 Inicio,18H00469,UNIDAD EDUCATIVA JOSEFA CALIXTO,TUNGURAHUA,18,QUERO,1806,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,15
2023-2024 Inicio,05H00003,UNIDAD EDUCATIVA JUAN ABEL ECHEVERRIA,COTOPAXI,5,LATACUNGA,501,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,126
2023-2024 Inicio,24H00060,UNIDAD EDUCATIVA JUAN ALBERTO PANCHANA PADRON,SANTA ELENA,24,SANTA ELENA,2401,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,27
2023-2024 Inicio,09H03269,UNIDAD EDUCATIVA JUAN BAUTISTA AGUIRRE,GUAYAS,9,DAULE,906,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,287
2023-2024 Inicio,03H00014,UNIDAD EDUCATIVA JUAN BAUTISTA VASQUEZ,CAÑAR,3,AZOGUES,301,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,200
2023-2024 Inicio,18H00101,UNIDAD EDUCATIVA JUAN BENIGNO VELA,TUNGURAHUA,18,AMBATO,1801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,75
2023-2024 Inicio,18H00231,UNIDAD EDUCATIVA JUAN BENIGNO VELA,TUNGURAHUA,18,AMBATO,1801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,36
2023-2024 Inicio,08H01016,UNIDAD EDUCATIVA JUAN CARLOS MATHEUS POZO,ESMERALDAS,8,QUININDE,804,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,64
2023-2024 Inicio,13H01116,UNIDAD EDUCATIVA JUAN CRUZ AIZPRUA,MANABI,13,CHONE,1303,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,40
2023-2024 Inicio,24H00220,UNIDAD EDUCATIVA JUAN DAGOBERTO MONTENEGRO RODRÍGUEZ,SANTA ELENA,24,LA LIBERTAD,2402,"Educación Inicial, Educación General Básica y Bachillerato",Particular,17
2023-2024 Inicio,06H00138,UNIDAD EDUCATIVA JUAN DE VELASCO,CHIMBORAZO,6,RIOBAMBA,601,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,269
2023-2024 Inicio,09H00356,UNIDAD EDUCATIVA JUAN EMILIO MURILLO LANDIN,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,213
2023-2024 Inicio,06H00660,UNIDAD EDUCATIVA JUAN FRANCISCO YEROVI,CHIMBORAZO,6,ALAUSI,602,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,63
2023-2024 Inicio,24H00359,UNIDAD EDUCATIVA JUAN JACOBO ROUSSEAU,SANTA ELENA,24,SANTA ELENA,2401,"Educación Inicial, Educación General Básica y Bachillerato",Particular,17
2023-2024 Inicio,05H00772,UNIDAD EDUCATIVA JUAN JOSÉ FLORES,COTOPAXI,5,SIGCHOS,507,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,33
2023-2024 Inicio,07H00991,UNIDAD EDUCATIVA JUAN JOSÉ LOAYZA,EL ORO,7,PIÑAS,710,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,22
2023-2024 Inicio,07H01289,UNIDAD EDUCATIVA JUAN LEON MERA,EL ORO,7,LAS LAJAS,714,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,17
2023-2024 Inicio,12H00756,UNIDAD EDUCATIVA JUAN LEON MERA,LOS RIOS,12,QUEVEDO,1205,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,30
2023-2024 Inicio,18H00017,UNIDAD EDUCATIVA JUAN LEON MERA LA SALLE,TUNGURAHUA,18,AMBATO,1801,"Educación Inicial, Educación General Básica y Bachillerato",Particular,159
2023-2024 Inicio,01H00155,UNIDAD EDUCATIVA JUAN MONTALVO,AZUAY,1,CUENCA,101,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,67
2023-2024 Inicio,04H00313,UNIDAD EDUCATIVA JUAN MONTALVO,CARCHI,4,MIRA,404,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,21
2023-2024 Inicio,09H04599,UNIDAD EDUCATIVA JUAN MONTALVO,GUAYAS,9,PEDRO CARBO,914,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,57
2023-2024 Inicio,12H00409,UNIDAD EDUCATIVA JUAN MONTALVO,LOS RIOS,12,BABA,1202,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,66
2023-2024 Inicio,12H01605,UNIDAD EDUCATIVA JUAN MONTALVO,LOS RIOS,12,BUENA FE,1210,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,187
2023-2024 Inicio,18H00157,UNIDAD EDUCATIVA JUAN MONTALVO,TUNGURAHUA,18,AMBATO,1801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,152
2023-2024 Inicio,21H00594,UNIDAD EDUCATIVA JUAN MONTALVO,SUCUMBIOS,21,SHUSHUFINDI,2104,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,55
2023-2024 Inicio,13H01667,UNIDAD EDUCATIVA JUAN MONTALVO FIALLOS,MANABI,13,EL CARMEN,1304,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,42
2023-2024 Inicio,13H02993,UNIDAD EDUCATIVA JUAN MONTALVO FIALLOS,MANABI,13,PICHINCHA,1311,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,2
2023-2024 Inicio,18H00690,UNIDAD EDUCATIVA JUAN PABLO II,TUNGURAHUA,18,AMBATO,1801,"Educación Inicial, Educación General Básica y Bachillerato",Particular,23
2023-2024 Inicio,17H01225,UNIDAD EDUCATIVA JUAN PIO MONTUFAR,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Fiscal,521
